P	pair_id	pair_name	exposure	outcome	direction	LCV_gcp	LCV_gcp_se	LCV_gcp_p	LCV_status	MR_IVW_beta	MR_IVW_se	MR_IVW_p	MR_IVW_OR	MR_IVW_OR_lci95	MR_IVW_OR_uci95	MR_status	MR_Egger_beta	MR_Egger_se	MR_Egger_p	MR_Egger_OR	MR_Egger_OR_lci95	MR_Egger_OR_uci95	weighted_median_beta	weighted_median_se	weighted_median_p	weighted_median_OR	weighted_median_OR_lci95	weighted_median_OR_uci95	MR_PRESSO_beta	MR_PRESSO_se	MR_PRESSO_p	MR_PRESSO_OR	MR_PRESSO_OR_lci95	MR_PRESSO_OR_uci95	n_instruments_raw	n_instruments_after_strength_filter	n_instruments_after_clump	n_instruments_after_harmonise	n_palindromic_removed	egger_intercept	egger_p	heterogeneity_q	heterogeneity_p	mr_presso_global_p	n_outlier	sensitivity_status	mr_presso_analysis	interpretation_note
P13	ALLERGIC_RHINITIS_GCST90038664__M13_RHEUMA	Allergic rhinitis – Rheuma	M13_RHEUMA	ALLERGIC_RHINITIS_GCST90038664	M13_RHEUMA_to_ALLERGIC_RHINITIS_GCST90038664	-0.0196469289805867	0.592807764308202	0.502927862585683	success	0.00248402514876417	0.000830159612606605	0.00276951184496931	1.00248711289538	1.0008572795623	1.00411960030987	eligible	0.00266183826898335	0.00182017001461355	0.158433923450841	1.00266538410592	0.999094715058228	1.00624881438361	0.00340706598719054	0.000830159612606605	4.05875129715385e-05	1.00341287663372	1.00178153820339	1.00504687159642	0.00396834741329503	0.00150012989988685	0.0170046237902662	1.00397623172968	1.00102862147809	1.00693252145956	22372	22372	32	23	6	9.53606960213487e-05	0.723901967482546	94.0071025490642	7.06451093544402e-11	5e-04	5	eligible	Outlier-corrected	LCV: undetermined;shared_genetics_only; MR: nominal IVW P<0.05 in trait1_to_trait2, trait2_to_trait1. Exploratory directional evidence only; evidence grades unchanged.
P14	NASAL_POLYPS_GCST90018883__ASTHMA_EOSINOPHIL_SUGG	Nasal polyps – Eosinophilic asthma	ASTHMA_EOSINOPHIL_SUGG	NASAL_POLYPS_GCST90018883	ASTHMA_EOSINOPHIL_SUGG_to_NASAL_POLYPS_GCST90018883	0.214083210372433	0.540859132379627	0.348192126376402	success	0.665103207890473	0.0236486446485543	4.93352112714402e-174	1.94469121845817	1.85660929489736	2.03695195620433	eligible	0.663068978376561	0.0462133478736027	1.19958792036242e-11	1.94073929111254	1.77267697012942	2.1247351094052	0.667538593797071	0.0236486446485543	2.70035811114125e-175	1.94943306381226	1.86113636535246	2.04191876588515	0.630580799827999	0.0408874968243929	3.37387365639798e-12	1.87870141191287	1.73401808171539	2.03545685730786	4903	4903	22	21	1	-0.00665034558894984	0.515535817667836	73.905496586009	4.14320396470223e-08	5e-04	1	eligible	Outlier-corrected	LCV: undetermined;shared_genetics_only; MR: nominal IVW P<0.05 in trait1_to_trait2, trait2_to_trait1. Exploratory directional evidence only; evidence grades unchanged.
P14	NASAL_POLYPS_GCST90018883__ASTHMA_EOSINOPHIL_SUGG	Nasal polyps – Eosinophilic asthma	NASAL_POLYPS_GCST90018883	ASTHMA_EOSINOPHIL_SUGG	NASAL_POLYPS_GCST90018883_to_ASTHMA_EOSINOPHIL_SUGG	0.214083210372433	0.540859132379627	0.348192126376402	success	0.994384376089172	0.0373032998930049	1.49501776955777e-156	2.70305976073313	2.51247898280855	2.90809679208823	eligible	1.00549740760498	0.0824653406678459	1.6323244779299e-09	2.73326648229207	2.32533784903607	3.21275709089676	0.948187282505536	0.0373032998930049	1.58207473682864e-142	2.5810267438645	2.39904997374809	2.77680712175247	0.992799868717673	0.067205732894555	2.40814734399581e-10	2.69878013406204	2.36570631881235	3.07874825970131	4421	4421	22	18	3	0.0106542002985131	0.466282825225831	78.2773911048827	7.74469425188173e-10	5e-04	2	eligible	Outlier-corrected	LCV: undetermined;shared_genetics_only; MR: nominal IVW P<0.05 in trait1_to_trait2, trait2_to_trait1. Exploratory directional evidence only; evidence grades unchanged.
P15	NASAL_POLYPS_GCST90018883__J10_ASTHMA_EXMORE	Nasal polyps – Asthma	J10_ASTHMA_EXMORE	NASAL_POLYPS_GCST90018883	J10_ASTHMA_EXMORE_to_NASAL_POLYPS_GCST90018883	0.734492165916273	0.15743015713921	1.57323969892469e-07	success	1.05997738452456	0.0515154447672584	4.51141203228209e-94	2.88630571335386	2.60910464028597	3.19295766919722	eligible	1.06010018586706	0.131248617064699	1.92743611381364e-11	2.88666017733421	2.23189923171821	3.73350501715627	0.924985202003693	0.0515154447672584	4.34705601995495e-72	2.52183094203706	2.27963406039898	2.78975972972718	0.802988379225674	0.0923634992334911	3.24365735139249e-12	2.23220163617239	1.86256751583634	2.6751911553087	15183	15183	75	68	7	0.000134174146800064	0.98646579437157	427.117319166349	7.16886563866478e-54	5e-04	7	eligible	Outlier-corrected	LCV: trait1_to_trait2;strong_partial_causality; MR: nominal IVW P<0.05 in trait1_to_trait2, trait2_to_trait1. Exploratory directional evidence only; evidence grades unchanged.
P15	NASAL_POLYPS_GCST90018883__J10_ASTHMA_EXMORE	Nasal polyps – Asthma	NASAL_POLYPS_GCST90018883	J10_ASTHMA_EXMORE	NASAL_POLYPS_GCST90018883_to_J10_ASTHMA_EXMORE	0.734492165916273	0.15743015713921	1.57323969892469e-07	success	0.275509006696394	0.0102057746127493	1.67343162756602e-160	1.31720096837461	1.29111435744347	1.34381465211378	eligible	0.281062848776772	0.0364815723455869	9.0089053464007e-07	1.32453684683999	1.23313408715934	1.42271459114253	0.285573236317621	0.0102057746127493	2.72613542101842e-172	1.33052451453136	1.30417403637483	1.35740739686073	0.278429579797266	0.0262588763244535	9.26852492571231e-07	1.3210535732599	1.25478241393429	1.39082483468258	4421	4421	22	18	3	0.00545859577401342	0.401993195299598	207.22656481037	1.00468997835048e-34	5e-04	7	eligible	Outlier-corrected	LCV: trait1_to_trait2;strong_partial_causality; MR: nominal IVW P<0.05 in trait1_to_trait2, trait2_to_trait1. Exploratory directional evidence only; evidence grades unchanged.
P16	NASAL_POLYPS_GCST90018883__ALLERG_ASTHMA	Nasal polyps – Allergic asthma	ALLERG_ASTHMA	NASAL_POLYPS_GCST90018883	ALLERG_ASTHMA_to_NASAL_POLYPS_GCST90018883	0.526845209512061	0.205440633716623	0.00586863697947601	success	0.764828452659636	0.0415068124835593	8.04136167105654e-76	2.14862575200481	1.98074908752543	2.33073065702926	eligible	0.741482071232493	0.142630015985651	1.61141036912303e-05	2.09904414326117	1.58712981930095	2.77607178806561	0.602275262101272	0.0415068124835593	1.0430163096153e-47	1.82626931820846	1.68357904220492	1.98105318432898	0.618502733631737	0.0772705301184958	3.12556373352012e-08	1.85614681404727	1.59528514507374	2.15966468811979	7704	7704	34	30	4	-0.00794660286742823	0.61335390660553	299.472019935453	1.03427873069436e-46	5e-04	5	eligible	Outlier-corrected	LCV: trait1_to_trait2;moderate_partial_causality; MR: nominal IVW P<0.05 in trait1_to_trait2, trait2_to_trait1. Exploratory directional evidence only; evidence grades unchanged.
P16	NASAL_POLYPS_GCST90018883__ALLERG_ASTHMA	Nasal polyps – Allergic asthma	NASAL_POLYPS_GCST90018883	ALLERG_ASTHMA	NASAL_POLYPS_GCST90018883_to_ALLERG_ASTHMA	0.526845209512061	0.205440633716623	0.00586863697947601	success	0.329563591301476	0.0197394846155219	1.40967713748459e-62	1.3903612303106	1.33759630569669	1.44520760300989	eligible	0.339915875326393	0.0549213035903069	1.2986535251427e-05	1.40482940477734	1.26146042886736	1.56449271920409	0.370301659125189	0.0197394846155219	1.62101075344403e-78	1.44817140289796	1.3932125524668	1.50529824645792	0.388303730474069	0.0413916281928117	7.10924796690195e-07	1.47447756005145	1.35958042241262	1.59908456995672	4421	4421	22	18	3	0.0101087345708404	0.304840480086276	128.368500502884	3.86051537658356e-19	5e-04	5	eligible	Outlier-corrected	LCV: trait1_to_trait2;moderate_partial_causality; MR: nominal IVW P<0.05 in trait1_to_trait2, trait2_to_trait1. Exploratory directional evidence only; evidence grades unchanged.
P17	NASAL_POLYPS_GCST90018883__J10_PNEUMOBACT	Nasal polyps – Pneumobact	J10_PNEUMOBACT	NASAL_POLYPS_GCST90018883	J10_PNEUMOBACT_to_NASAL_POLYPS_GCST90018883	0.779065161923505	0.166089560173804	1.72389007060063e-05	success	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	insufficient_instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	78	78	3	2	1	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	insufficient_instruments	Not estimable: insufficient instruments	LCV: trait1_to_trait2;strong_partial_causality; MR: nominal IVW P<0.05 in trait1_to_trait2. Exploratory directional evidence only; evidence grades unchanged.
P17	NASAL_POLYPS_GCST90018883__J10_PNEUMOBACT	Nasal polyps – Pneumobact	NASAL_POLYPS_GCST90018883	J10_PNEUMOBACT	NASAL_POLYPS_GCST90018883_to_J10_PNEUMOBACT	0.779065161923505	0.166089560173804	1.72389007060063e-05	success	0.0550198284329974	0.0155860384438563	0.000415447545732676	1.05656156442798	1.02477307012926	1.08933613886408	eligible	0.0503662405816868	0.0137345056599805	0.00208199500937664	1.05165618502711	1.02372364215824	1.08035087396645	0.0539652205091431	0.0155860384438563	0.000535365380140601	1.05544789357637	1.02369290600429	1.08818792190607	0.0550198284329974	0.0145509797096814	0.00149053145133473	1.05656156442798	1.02685415299854	1.0871284263366	4421	4421	22	18	3	-0.0045878753686546	0.0726221953063401	14.817055424056	0.608657086535802	0.6665	0	eligible	Raw	LCV: trait1_to_trait2;strong_partial_causality; MR: nominal IVW P<0.05 in trait1_to_trait2. Exploratory directional evidence only; evidence grades unchanged.
P18	NASAL_POLYPS_GCST90018883__NONALLERG_ASTHMA_EXMORE	Nasal polyps – Non-allergic asthma	NASAL_POLYPS_GCST90018883	NONALLERG_ASTHMA_EXMORE	NASAL_POLYPS_GCST90018883_to_NONALLERG_ASTHMA_EXMORE	0.803340716382708	0.133064017939351	2.88020982095941e-11	success	0.246165074347954	0.0228211004054975	3.97684122599162e-27	1.27911070448061	1.22315760697175	1.3376233651259	eligible	0.250045349395564	0.0412839781942233	1.6643017224518e-05	1.28408364778464	1.18427260673489	1.39230680937048	0.219625938566553	0.0228211004054975	6.34368048548228e-22	1.24561070850523	1.19112302640943	1.30259091860557	0.247371966617697	0.0336480560087137	2.3990436885254e-06	1.28065538524613	1.19892074967271	1.36796215780538	4421	4421	22	18	3	0.0037928315700133	0.604518864444315	51.5887045905409	2.38589428404754e-05	5e-04	2	eligible	Outlier-corrected	LCV: trait1_to_trait2;strong_partial_causality; MR: nominal IVW P<0.05 in trait1_to_trait2, trait2_to_trait1. Exploratory directional evidence only; evidence grades unchanged.
P18	NASAL_POLYPS_GCST90018883__NONALLERG_ASTHMA_EXMORE	Nasal polyps – Non-allergic asthma	NONALLERG_ASTHMA_EXMORE	NASAL_POLYPS_GCST90018883	NONALLERG_ASTHMA_EXMORE_to_NASAL_POLYPS_GCST90018883	0.803340716382708	0.133064017939351	2.88020982095941e-11	success	1.19246488997631	0.12176556333849	1.20517319600249e-22	3.2951934947431	2.59556543220586	4.18340452260115	eligible	1.01051331710841	0.208585323614162	0.0400641535284951	2.74701074077801	1.82519363508886	4.1343931212988	1.45005134867064	0.12176556333849	1.06818106031612e-32	4.2633334260523	3.35815207340104	5.41250411071668	1.19246488997631	0.28759118417635	0.0254831506526037	3.29519349474311	1.87533285998259	5.79006553956406	1594	1594	5	4	1	0.0500790740110833	0.160291872679052	16.7349118140882	0.000801231722751231	0.0505	0	eligible	Raw	LCV: trait1_to_trait2;strong_partial_causality; MR: nominal IVW P<0.05 in trait1_to_trait2, trait2_to_trait1. Exploratory directional evidence only; evidence grades unchanged.
P19	NASAL_POLYPS_GCST90018883__H8_EUSTSALP	Nasal polyps – Eustsalp	H8_EUSTSALP	NASAL_POLYPS_GCST90018883	H8_EUSTSALP_to_NASAL_POLYPS_GCST90018883	0.591303347942	0.156366539324745	3.05919353179173e-06	success	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	insufficient_instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	8	8	1	0	1	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	insufficient_instruments	Not estimable: insufficient instruments	LCV: trait1_to_trait2;moderate_partial_causality; MR: nominal IVW P<0.05 in trait1_to_trait2. Exploratory directional evidence only; evidence grades unchanged.
P19	NASAL_POLYPS_GCST90018883__H8_EUSTSALP	Nasal polyps – Eustsalp	NASAL_POLYPS_GCST90018883	H8_EUSTSALP	NASAL_POLYPS_GCST90018883_to_H8_EUSTSALP	0.591303347942	0.156366539324745	3.05919353179173e-06	success	0.17306940996425	0.0382724491701618	6.12475109007781e-06	1.18894862710178	1.10302390151823	1.28156682365767	eligible	0.174969330552743	0.0492738479314449	0.00266112362141089	1.19120968230959	1.08154717843413	1.31199131718187	0.254096172097438	0.0382724491701618	3.15517271486868e-11	1.28929579258619	1.19611902729227	1.38973095724718	0.17306940996425	0.047117340734636	0.00188453178644594	1.18894862710178	1.08406668876318	1.30397774651666	4421	4421	22	18	3	0.00186843039710366	0.830331718498877	25.7654631736749	0.0788408619126076	0.1085	0	eligible	Raw	LCV: trait1_to_trait2;moderate_partial_causality; MR: nominal IVW P<0.05 in trait1_to_trait2. Exploratory directional evidence only; evidence grades unchanged.
P20	NASAL_POLYPS_GCST90018883__J10_PNEUMONIA	Nasal polyps – Pneumonia	J10_PNEUMONIA	NASAL_POLYPS_GCST90018883	J10_PNEUMONIA_to_NASAL_POLYPS_GCST90018883	0.715599887865749	0.167893544222755	3.04344085856066e-09	success	0.680716241042334	0.238969590216071	0.0043919289638031	1.97529201089657	1.23656310792053	3.15534120605723	eligible	0.667483218190062	0.579580648662407	0.31361057337027	1.9493251157619	0.625943696770452	6.07062332689908	0.459162849757381	0.238969590216071	0.0546777777187741	1.58274843199454	0.990824804295725	2.52829015595929	0.0727056413912486	0.22541084711619	0.763193520844263	1.0754139329703	0.69135653480315	1.67282012826558	319	319	7	6	1	0.0167056848325951	0.487216758541642	26.9421945937664	5.85401319046359e-05	5e-04	1	eligible	Outlier-corrected	LCV: trait1_to_trait2;strong_partial_causality; MR: nominal IVW P<0.05 in trait1_to_trait2, trait2_to_trait1. Exploratory directional evidence only; evidence grades unchanged.
P20	NASAL_POLYPS_GCST90018883__J10_PNEUMONIA	Nasal polyps – Pneumonia	NASAL_POLYPS_GCST90018883	J10_PNEUMONIA	NASAL_POLYPS_GCST90018883_to_J10_PNEUMONIA	0.715599887865749	0.167893544222755	3.04344085856066e-09	success	0.0541600340138851	0.00879040224161124	7.21642215532638e-10	1.05565352910923	1.03762126230225	1.07399916906883	eligible	0.0524512394584312	0.0101999604200504	9.83323696465154e-05	1.0538511744717	1.03299186711727	1.07513169589099	0.0485669092059475	0.00879040224161124	3.29499099513511e-08	1.04976560845385	1.0318339168387	1.06800892537898	0.0541600340138851	0.0100178079908028	4.72547737598953e-05	1.05565352910923	1.03512804118121	1.07658601562865	4421	4421	22	18	3	-0.00169582093053479	0.352675169936137	22.0788694326899	0.181704907010312	0.227	0	eligible	Raw	LCV: trait1_to_trait2;strong_partial_causality; MR: nominal IVW P<0.05 in trait1_to_trait2, trait2_to_trait1. Exploratory directional evidence only; evidence grades unchanged.
P21	NASAL_POLYPS_GCST90018883__L12_ATOPIC	Nasal polyps – Atopic dermatitis	L12_ATOPIC	NASAL_POLYPS_GCST90018883	L12_ATOPIC_to_NASAL_POLYPS_GCST90018883	-0.121253467285619	0.173794952213248	0.564224671348	success	0.269757792115419	0.038920221169825	4.17744056223285e-12	1.30964720543597	1.21345802871941	1.41346116809355	eligible	0.275854812627438	0.0821180141093004	0.0013516596855082	1.31765654304752	1.1217651875874	1.54775596947348	0.205621528080498	0.038920221169825	1.26978457816545e-07	1.22828824340442	1.13807460845502	1.32565299118097	0.254821856946811	0.0544220686987818	1.75199792134822e-05	1.29023175457487	1.15969217357836	1.43546539197272	9851	9851	73	63	10	-0.00458344525863887	0.508799761354351	270.106801987189	8.84103271539115e-28	5e-04	4	eligible	Outlier-corrected	LCV: undetermined;shared_genetics_only; MR: nominal IVW P<0.05 in trait1_to_trait2, trait2_to_trait1. Exploratory directional evidence only; evidence grades unchanged.
P21	NASAL_POLYPS_GCST90018883__L12_ATOPIC	Nasal polyps – Atopic dermatitis	NASAL_POLYPS_GCST90018883	L12_ATOPIC	NASAL_POLYPS_GCST90018883_to_L12_ATOPIC	-0.121253467285619	0.173794952213248	0.564224671348	success	0.0920467584212706	0.0131906364198681	2.99008523799399e-12	1.09641608756757	1.06843302345589	1.12513204916547	eligible	0.094030027238234	0.0429077981161798	0.043562817881171	1.09859273312763	1.00998021639189	1.19497983593428	0.0539053424166368	0.0131906364198681	4.37671147547103e-05	1.05538469726182	1.02844884874514	1.083026015901	0.0545811157544301	0.0252341367433768	0.051435922462673	1.05609813913669	1.00513534867075	1.10964486619934	4421	4421	22	18	3	0.00196568436768935	0.7953653623754	164.813919896027	2.98211945387091e-26	5e-04	5	eligible	Outlier-corrected	LCV: undetermined;shared_genetics_only; MR: nominal IVW P<0.05 in trait1_to_trait2, trait2_to_trait1. Exploratory directional evidence only; evidence grades unchanged.
P22	NASAL_POLYPS_GCST90018883__L12_DERMATITISECZEMA	Nasal polyps – Dermatitis and eczema	L12_DERMATITISECZEMA	NASAL_POLYPS_GCST90018883	L12_DERMATITISECZEMA_to_NASAL_POLYPS_GCST90018883	0.178894231024892	0.142156472728926	0.208998599197572	success	0.50034404503382	0.0621116488668846	7.91164680803085e-16	1.64928860265374	1.46024643599619	1.86280399512691	eligible	0.554538727041	0.101308020660517	1.22699609063969e-06	1.74113765979191	1.4275718678667	2.12357809689532	0.258677422913494	0.0621116488668846	3.11739377657695e-05	1.29521593045208	1.14675772526709	1.4628933989576	0.363633363585957	0.0840275732774815	7.04095104406883e-05	1.43854669385861	1.22010792745828	1.69609306180195	8978	8978	65	55	10	-0.0149256339021674	0.00908711673818893	154.249109754764	1.38393234028009e-11	5e-04	3	eligible	Outlier-corrected	LCV: undetermined;shared_genetics_only; MR: nominal IVW P<0.05 in trait1_to_trait2, trait2_to_trait1. Exploratory directional evidence only; evidence grades unchanged.
P22	NASAL_POLYPS_GCST90018883__L12_DERMATITISECZEMA	Nasal polyps – Dermatitis and eczema	NASAL_POLYPS_GCST90018883	L12_DERMATITISECZEMA	NASAL_POLYPS_GCST90018883_to_L12_DERMATITISECZEMA	0.178894231024892	0.142156472728926	0.208998599197572	success	0.0668928021870877	0.00919592300539581	3.48530169301598e-13	1.0691808581816	1.05008256361934	1.08862650148369	eligible	0.0667501967935057	0.0299327502562491	0.0404193443812165	1.06902839809558	1.00811475386669	1.13362264717527	0.0464446038006454	0.00919592300539581	4.40505952321208e-07	1.04754004772388	1.02882831318046	1.06659210047699	0.0454275464343845	0.018122220425318	0.029155382862191	1.04647518100894	1.00995724108821	1.0843135332024	4421	4421	22	18	3	-0.000141268182690683	0.978664706762643	164.313773341935	3.74420600907029e-26	5e-04	6	eligible	Outlier-corrected	LCV: undetermined;shared_genetics_only; MR: nominal IVW P<0.05 in trait1_to_trait2, trait2_to_trait1. Exploratory directional evidence only; evidence grades unchanged.
P23	NASAL_POLYPS_GCST90018883__M13_RHEUMA	Nasal polyps – Rheuma	M13_RHEUMA	NASAL_POLYPS_GCST90018883	M13_RHEUMA_to_NASAL_POLYPS_GCST90018883	-0.442783338874226	0.276016670095235	0.220358659917915	success	0.168772144906078	0.0339093477588377	6.45250097125719e-07	1.18385036185471	1.10772661808275	1.26520538225328	eligible	0.168377471977064	0.0553313151269266	0.00577446733694641	1.183383220355	1.06176019722024	1.31893797665809	0.215827751086314	0.0339093477588377	1.95486725621696e-10	1.24088861887462	1.16109721084164	1.3261633479736	0.197144060467905	0.0495609555680118	0.00063665821929982	1.21791948211898	1.10517598811921	1.34216439813292	22372	22372	32	25	7	-0.000239531121027555	0.977417143011587	57.4367159618832	0.000145617584007249	5e-04	2	eligible	Outlier-corrected	LCV: undetermined;shared_genetics_only; MR: nominal IVW P<0.05 in trait2_to_trait1. Exploratory directional evidence only; evidence grades unchanged.
P23	NASAL_POLYPS_GCST90018883__M13_RHEUMA	Nasal polyps – Rheuma	NASAL_POLYPS_GCST90018883	M13_RHEUMA	NASAL_POLYPS_GCST90018883_to_M13_RHEUMA	-0.442783338874226	0.276016670095235	0.220358659917915	success	-0.0235391964810513	0.018152607692265	0.194720965075517	0.976735689316585	0.942595246418555	1.01211268612861	eligible	-0.022514841842961	0.0324700219212613	0.497999479481504	0.977736725670708	0.917451019877016	1.04198380514463	-0.0483530871670702	0.018152607692265	0.00772866303066057	0.95279730717565	0.919493597262289	0.987307264851145	-0.0235391964810513	0.0310340195601093	0.458541345508235	0.976735689316585	0.919094920882886	1.03799138163914	4421	4421	22	18	2	0.0010056328795346	0.860765408534459	49.6874760373436	4.72267757932505e-05	5e-04	0	eligible	Raw	LCV: undetermined;shared_genetics_only; MR: nominal IVW P<0.05 in trait2_to_trait1. Exploratory directional evidence only; evidence grades unchanged.
P24	NASAL_POLYPS_GCST90018883__AUTOIMMUNE_NONTHYROID	Nasal polyps – Non-thyroid autoimmune disease	AUTOIMMUNE_NONTHYROID	NASAL_POLYPS_GCST90018883	AUTOIMMUNE_NONTHYROID_to_NASAL_POLYPS_GCST90018883	-0.170265943959436	0.176932781067015	0.445008713559849	success	0.408529253978645	0.0424884113826162	6.90591323291907e-22	1.50460326774598	1.38437942089421	1.63526773017878	eligible	0.405726281803102	0.087353606996196	1.82172183875341e-05	1.50039181170563	1.26429317628136	1.78058035182524	0.276830011563064	0.0424884113826162	7.24846581918104e-11	1.31894214706377	1.21355336977334	1.43348321600896	0.352094183954287	0.0808798190237298	5.63410790951937e-05	1.42204245099278	1.21357401663564	1.66632171149449	33583	33583	72	64	8	0.00438954630501703	0.505992183922457	263.351426078546	2.5378558852003e-26	5e-04	6	eligible	Outlier-corrected	LCV: undetermined;shared_genetics_only; MR: nominal IVW P<0.05 in trait1_to_trait2, trait2_to_trait1. Exploratory directional evidence only; evidence grades unchanged.
P24	NASAL_POLYPS_GCST90018883__AUTOIMMUNE_NONTHYROID	Nasal polyps – Non-thyroid autoimmune disease	NASAL_POLYPS_GCST90018883	AUTOIMMUNE_NONTHYROID	NASAL_POLYPS_GCST90018883_to_AUTOIMMUNE_NONTHYROID	-0.170265943959436	0.176932781067015	0.445008713559849	success	0.0293356856107966	0.00913806637203773	0.00132609069957898	1.02977021550565	1.0114905909655	1.04838018881653	eligible	0.0373806247599702	0.0434327428686979	0.402141174566315	1.03808806767267	0.95337443487289	1.13032906781065	0.00903323244552058	0.00913806637203773	0.322894237146427	1.00907415521856	0.99116190993041	1.02731011001172	0.0042820032867724	0.0149663220986103	0.780633881901229	1.00429118416235	0.975259208908766	1.03418739692266	4421	4421	22	18	3	0.00809356743604358	0.299192712756257	375.910394889937	1.98561223932842e-69	5e-04	7	eligible	Outlier-corrected	LCV: undetermined;shared_genetics_only; MR: nominal IVW P<0.05 in trait1_to_trait2, trait2_to_trait1. Exploratory directional evidence only; evidence grades unchanged.
P25	NASAL_POLYPS_GCST90018883__J10_COPD	Nasal polyps – COPD	J10_COPD	NASAL_POLYPS_GCST90018883	J10_COPD_to_NASAL_POLYPS_GCST90018883	0.876806491706742	0.0883360947490896	1.28688146717848e-41	success	0.0656516595294448	0.0681520363478578	0.335391082759457	1.06785467537105	0.934329301481701	1.22046221380774	eligible	0.0650672537568716	0.0853060382713964	0.456066318953353	1.06723079725123	0.902909834813836	1.2614566047299	-0.0422480169837028	0.0681520363478578	0.535318122448085	0.958631994070508	0.838763908662654	1.09563047547055	0.0656516595294448	0.083459126472611	0.441731292997223	1.06785467537105	0.90671397777069	1.257633207018	1927	1927	25	19	5	0.00352345634259412	0.635825407342686	26.9937052280961	0.0791136312938183	0.083	0	eligible	Raw	LCV: trait1_to_trait2;strong_partial_causality; MR: nominal IVW P<0.05 in trait1_to_trait2. Exploratory directional evidence only; evidence grades unchanged.
P25	NASAL_POLYPS_GCST90018883__J10_COPD	Nasal polyps – COPD	NASAL_POLYPS_GCST90018883	J10_COPD	NASAL_POLYPS_GCST90018883_to_J10_COPD	0.876806491706742	0.0883360947490896	1.28688146717848e-41	success	0.109449300934849	0.0151751848405916	5.49795826804847e-13	1.11566350640448	1.08296856164692	1.14934551528427	eligible	0.105843263698008	0.0282130767987369	0.00174198693502475	1.11164762731308	1.05184486127783	1.17485048680044	0.105920819112628	0.0151751848405916	2.95453090413506e-12	1.111733844949	1.07915406041983	1.14529721689993	0.110003285509634	0.0185329018796508	2.73369530393313e-05	1.11628173800725	1.07646098835038	1.15757554810978	4421	4421	22	18	3	-0.00357791937554358	0.476231357232533	55.3889490837221	5.93355943865176e-06	5e-04	2	eligible	Outlier-corrected	LCV: trait1_to_trait2;strong_partial_causality; MR: nominal IVW P<0.05 in trait1_to_trait2. Exploratory directional evidence only; evidence grades unchanged.
P26	NASAL_POLYPS_GCST90018883__H8_MIDDLEMASTOID	Nasal polyps – Middlemastoid	H8_MIDDLEMASTOID	NASAL_POLYPS_GCST90018883	H8_MIDDLEMASTOID_to_NASAL_POLYPS_GCST90018883	0.419936632956272	0.219320885191293	0.0754461234219925	success	0.52605920278901	0.0986454995615148	9.66964014720117e-08	1.6922503357127	1.39474837637936	2.05320991744309	eligible	0.505859675223326	0.257190314256732	0.070915651565544	1.65841060232422	1.00176822074203	2.74547112690815	0.436248533156579	0.0986454995615148	9.76165969802522e-06	1.54689320122871	1.27494539981129	1.87684788412256	0.197519344890323	0.126076529068431	0.14549046073328	1.21837663410403	0.951618887991055	1.55991189462878	3004	3004	17	15	1	0.00305827068313352	0.853569479753308	73.1898673639311	5.07463074492283e-10	5e-04	3	eligible	Outlier-corrected	LCV: undetermined;shared_genetics_only; MR: nominal IVW P<0.05 in trait1_to_trait2, trait2_to_trait1. Exploratory directional evidence only; evidence grades unchanged.
